年	月	年齢層	状態	数
2022	5	70-74歳	自動二輪車乗車中	0
2022	5	70-74歳	原付乗車中	1
2022	5	70-74歳	自転車乗用中	5
2022	5	70-74歳	歩行中	8
2022	5	70-74歳	その他	0
2022	5	75-79歳	自動車乗車中	9
2022	5	75-79歳	自動二輪車乗車中	0
2022	5	75-79歳	原付乗車中	1
2022	5	75-79歳	自転車乗用中	3
2022	5	75-79歳	歩行中	12
2022	5	75-79歳	その他	0
2022	5	80-84歳	自動車乗車中	6
2022	5	80-84歳	自動二輪車乗車中	1
2022	5	80-84歳	原付乗車中	2
2022	5	80-84歳	自転車乗用中	3
2022	5	80-84歳	歩行中	11
2022	5	80-84歳	その他	0
2022	5	85歳以上	自動車乗車中	10
2022	5	85歳以上	自動二輪車乗車中	0
2022	5	85歳以上	原付乗車中	0
2022	5	85歳以上	自転車乗用中	2
2022	5	85歳以上	歩行中	15
2022	5	85歳以上	その他	1
2022	4	9歳以下	自動車乗車中	0
2022	4	9歳以下	自動二輪車乗車中	0
2022	4	9歳以下	原付乗車中	0
2022	4	9歳以下	自転車乗用中	1
2022	4	9歳以下	歩行中	0
2022	4	9歳以下	その他	0
2022	4	10-19歳	自動車乗車中	1
2022	4	10-19歳	自動二輪車乗車中	6
2022	4	10-19歳	原付乗車中	0
2022	4	10-19歳	自転車乗用中	1
2022	4	10-19歳	歩行中	0
2022	4	10-19歳	その他	0
2022	4	20-29歳	自動車乗車中	3
2022	4	20-29歳	自動二輪車乗車中	5
2022	4	20-29歳	原付乗車中	1
2022	4	20-29歳	自転車乗用中	1
2022	4	20-29歳	歩行中	1
2022	4	20-29歳	その他	0
2022	4	30-39歳	自動車乗車中	4
2022	4	30-39歳	自動二輪車乗車中	5
2022	4	30-39歳	原付乗車中	1
2022	4	30-39歳	自転車乗用中	0
2022	4	30-39歳	歩行中	2
2022	4	30-39歳	その他	0
2022	4	40-49歳	自動車乗車中	5
2022	4	40-49歳	自動二輪車乗車中	4
2022	4	40-49歳	原付乗車中	0
2022	4	40-49歳	自転車乗用中	1
2022	4	40-49歳	歩行中	6
2022	4	40-49歳	その他	0
2022	4	50-59歳	自動車乗車中	3
2022	4	50-59歳	自動二輪車乗車中	6
2022	4	50-59歳	原付乗車中	2
2022	4	50-59歳	自転車乗用中	5
2022	4	50-59歳	歩行中	6
2022	4	50-59歳	その他	0
2022	4	60-64歳	自動車乗車中	4
2022	4	60-64歳	自動二輪車乗車中	2
2022	4	60-64歳	原付乗車中	0
2022	4	60-64歳	自転車乗用中	3
2022	4	60-64歳	歩行中	1
2022	4	60-64歳	その他	0
2022	4	65-69歳	自動車乗車中	2
2022	4	65-69歳	自動二輪車乗車中	2
2022	4	65-69歳	原付乗車中	1
2022	4	65-69歳	自転車乗用中	1
2022	4	65-69歳	歩行中	3
2022	4	65-69歳	その他	0
2022	4	70-74歳	自動車乗車中	6
2022	4	70-74歳	自動二輪車乗車中	0
2022	4	70-74歳	原付乗車中	1
2022	4	70-74歳	自転車乗用中	2
2022	4	70-74歳	歩行中	13
2022	4	70-74歳	その他	0
2022	4	75-79歳	自動車乗車中	9
2022	4	75-79歳	自動二輪車乗車中	2
2022	4	75-79歳	原付乗車中	0
2022	4	75-79歳	自転車乗用中	6
2022	4	75-79歳	歩行中	10
2022	4	75-79歳	その他	0
2022	4	80-84歳	自動車乗車中	7
2022	4	80-84歳	自動二輪車乗車中	0
2022	4	80-84歳	原付乗車中	0
2022	4	80-84歳	自転車乗用中	3
2022	4	80-84歳	歩行中	8
2022	4	80-84歳	その他	0
2022	4	85歳以上	自動車乗車中	11
2022	4	85歳以上	自動二輪車乗車中	0
2022	4	85歳以上	原付乗車中	2
2022	4	85歳以上	自転車乗用中	4
2022	4	85歳以上	歩行中	18
2022	4	85歳以上	その他	0
2022	3	9歳以下	自動車乗車中	2
2022	3	9歳以下	自動二輪車乗車中	0
2022	3	9歳以下	原付乗車中	0
2022	3	9歳以下	自転車乗用中	0
2022	3	9歳以下	歩行中	2
2022	3	9歳以下	その他	0
2022	3	10-19歳	自動車乗車中	2
2022	3	10-19歳	自動二輪車乗車中	1
2022	3	10-19歳	原付乗車中	2
2022	3	10-19歳	自転車乗用中	0
2022	3	10-19歳	歩行中	1
2022	3	10-19歳	その他	0
2022	3	20-29歳	自動車乗車中	13
2022	3	20-29歳	自動二輪車乗車中	7
2022	3	20-29歳	原付乗車中	0
2022	3	20-29歳	自転車乗用中	1
2022	3	20-29歳	歩行中	1
2022	3	20-29歳	その他	0
2022	3	30-39歳	自動車乗車中	7
2022	3	30-39歳	自動二輪車乗車中	3
2022	3	30-39歳	原付乗車中	1
2022	3	30-39歳	自転車乗用中	0
2022	3	30-39歳	歩行中	2
2022	3	30-39歳	その他	0
2022	3	40-49歳	自動車乗車中	7
2022	3	40-49歳	自動二輪車乗車中	7
2022	3	40-49歳	原付乗車中	0
2022	3	40-49歳	自転車乗用中	1
2022	3	40-49歳	歩行中	3
2022	3	40-49歳	その他	0
2022	3	50-59歳	自動車乗車中	8
2022	3	50-59歳	自動二輪車乗車中	5
2022	3	50-59歳	原付乗車中	1
2022	3	50-59歳	自転車乗用中	1
2022	3	50-59歳	歩行中	5
2022	3	50-59歳	その他	0
2022	3	60-64歳	自動車乗車中	5
2022	3	60-64歳	自動二輪車乗車中	2
2022	3	60-64歳	原付乗車中	0
2022	3	60-64歳	自転車乗用中	1
2022	3	60-64歳	歩行中	1
2022	3	60-64歳	その他	0
2022	3	65-69歳	自動車乗車中	5
2022	3	65-69歳	自動二輪車乗車中	0
2022	3	65-69歳	原付乗車中	2
2022	3	65-69歳	自転車乗用中	1
2022	3	65-69歳	歩行中	8
2022	3	65-69歳	その他	0
2022	3	70-74歳	自動車乗車中	6
2022	3	70-74歳	自動二輪車乗車中	1
2022	3	70-74歳	原付乗車中	0
2022	3	70-74歳	自転車乗用中	5
2022	3	70-74歳	歩行中	8
2022	3	70-74歳	その他	0
2022	3	75-79歳	自動車乗車中	4
2022	3	75-79歳	自動二輪車乗車中	0
2022	3	75-79歳	原付乗車中	0
2022	3	75-79歳	自転車乗用中	4
2022	3	75-79歳	歩行中	8
2022	3	75-79歳	その他	0
2022	3	80-84歳	自動車乗車中	10
2022	3	80-84歳	自動二輪車乗車中	0
2022	3	80-84歳	原付乗車中	3
2022	3	80-84歳	自転車乗用中	3
2022	3	80-84歳	歩行中	12
2022	3	80-84歳	その他	0
2022	3	85歳以上	自動車乗車中	10
2022	3	85歳以上	自動二輪車乗車中	0
2022	3	85歳以上	原付乗車中	0
2022	3	85歳以上	自転車乗用中	3
2022	3	85歳以上	歩行中	18
2022	3	85歳以上	その他	0
2022	2	9歳以下	自動車乗車中	1
2022	2	9歳以下	自動二輪車乗車中	0
2022	2	9歳以下	原付乗車中	0
2022	2	9歳以下	自転車乗用中	0
2022	2	9歳以下	歩行中	1
2022	2	9歳以下	その他	0
2022	2	10-19歳	自動車乗車中	2
2022	2	10-19歳	自動二輪車乗車中	2
2022	2	10-19歳	原付乗車中	0
2022	2	10-19歳	自転車乗用中	1
2022	2	10-19歳	歩行中	0
2022	2	10-19歳	その他	0
2022	2	20-29歳	自動車乗車中	11
2022	2	20-29歳	自動二輪車乗車中	0
2022	2	20-29歳	原付乗車中	0
2022	2	20-29歳	自転車乗用中	3
2022	2	20-29歳	歩行中	2
2022	2	20-29歳	その他	0
2022	2	30-39歳	自動車乗車中	2
2022	2	30-39歳	自動二輪車乗車中	3
2022	2	30-39歳	原付乗車中	1
2022	2	30-39歳	自転車乗用中	0
2022	2	30-39歳	歩行中	5
2022	2	30-39歳	その他	0
2022	2	40-49歳	自動車乗車中	7
2022	2	40-49歳	自動二輪車乗車中	2
2022	2	40-49歳	原付乗車中	1
2022	2	40-49歳	自転車乗用中	1
2022	2	40-49歳	歩行中	3
2022	2	40-49歳	その他	0
2022	2	50-59歳	自動車乗車中	9
2022	2	50-59歳	自動二輪車乗車中	2
2022	2	50-59歳	原付乗車中	1
2022	2	50-59歳	自転車乗用中	4
2022	2	50-59歳	歩行中	2
2022	2	50-59歳	その他	0
2022	2	60-64歳	自動車乗車中	1
2022	2	60-64歳	自動二輪車乗車中	1
2022	2	60-64歳	原付乗車中	0
2022	2	60-64歳	自転車乗用中	1
2022	2	60-64歳	歩行中	2
2022	2	60-64歳	その他	1
2022	2	65-69歳	自動車乗車中	8
2022	2	65-69歳	自動二輪車乗車中	3
2022	2	65-69歳	原付乗車中	0
2022	2	65-69歳	自転車乗用中	0
2022	2	65-69歳	歩行中	6
2022	2	65-69歳	その他	0
2022	2	70-74歳	自動車乗車中	5
2022	2	70-74歳	自動二輪車乗車中	0
2022	2	70-74歳	原付乗車中	1
2022	2	70-74歳	自転車乗用中	3
2022	2	70-74歳	歩行中	7
2022	2	70-74歳	その他	1
2022	2	75-79歳	自動車乗車中	5
2022	2	75-79歳	自動二輪車乗車中	0
2022	2	75-79歳	原付乗車中	0
2022	2	75-79歳	自転車乗用中	6
2022	2	75-79歳	歩行中	9
2022	2	75-79歳	その他	1
2022	2	80-84歳	自動車乗車中	5
2022	2	80-84歳	自動二輪車乗車中	0
2022	2	80-84歳	原付乗車中	0
2022	2	80-84歳	自転車乗用中	4
2022	2	80-84歳	歩行中	12
2022	2	80-84歳	その他	0
2022	2	85歳以上	自動車乗車中	7
2022	2	85歳以上	自動二輪車乗車中	0
2022	2	85歳以上	原付乗車中	0
2022	2	85歳以上	自転車乗用中	4
2022	2	85歳以上	歩行中	17
2022	2	85歳以上	その他	0
2022	1	9歳以下	自動車乗車中	0
2022	1	9歳以下	自動二輪車乗車中	0
2022	1	9歳以下	原付乗車中	0
2022	1	9歳以下	自転車乗用中	0
2022	1	9歳以下	歩行中	1
2022	1	9歳以下	その他	0
2022	1	10-19歳	自動車乗車中	1
2022	1	10-19歳	自動二輪車乗車中	1
2022	1	10-19歳	原付乗車中	0
2022	1	10-19歳	自転車乗用中	1
2022	1	10-19歳	歩行中	2
2022	1	10-19歳	その他	0
2022	1	20-29歳	自動車乗車中	3
2022	1	20-29歳	自動二輪車乗車中	3
2022	1	20-29歳	原付乗車中	0
2022	1	20-29歳	自転車乗用中	1
2022	1	20-29歳	歩行中	2
2022	1	20-29歳	その他	0
2022	1	30-39歳	自動車乗車中	2
2022	1	30-39歳	自動二輪車乗車中	3
2022	1	30-39歳	原付乗車中	0
2022	1	30-39歳	自転車乗用中	3
2022	1	30-39歳	歩行中	4
2022	1	30-39歳	その他	0
2022	1	40-49歳	自動車乗車中	9
2022	1	40-49歳	自動二輪車乗車中	4
2022	1	40-49歳	原付乗車中	2
2022	1	40-49歳	自転車乗用中	0
2022	1	40-49歳	歩行中	5
2022	1	40-49歳	その他	0
2022	1	50-59歳	自動車乗車中	4
2022	1	50-59歳	自動二輪車乗車中	5
2022	1	50-59歳	原付乗車中	2
2022	1	50-59歳	自転車乗用中	1
2022	1	50-59歳	歩行中	7
2022	1	50-59歳	その他	0
2022	1	60-64歳	自動車乗車中	3
2022	1	60-64歳	自動二輪車乗車中	0
2022	1	60-64歳	原付乗車中	1
2022	1	60-64歳	自転車乗用中	0
2022	1	60-64歳	歩行中	5
2022	1	60-64歳	その他	0
2022	1	65-69歳	自動車乗車中	8
2022	1	65-69歳	自動二輪車乗車中	1
2022	1	65-69歳	原付乗車中	0
2022	1	65-69歳	自転車乗用中	2
2022	1	65-69歳	歩行中	6
2022	1	65-69歳	その他	0
2022	1	70-74歳	自動車乗車中	10
2022	1	70-74歳	自動二輪車乗車中	0
2022	1	70-74歳	原付乗車中	0
2022	1	70-74歳	自転車乗用中	2
2022	1	70-74歳	歩行中	13
2022	1	70-74歳	その他	0
2022	1	75-79歳	自動車乗車中	6
2022	1	75-79歳	自動二輪車乗車中	0
2022	1	75-79歳	原付乗車中	0
2022	1	75-79歳	自転車乗用中	6
2022	1	75-79歳	歩行中	13
2022	1	75-79歳	その他	0
2022	1	80-84歳	自動車乗車中	4
2022	1	80-84歳	自動二輪車乗車中	0
2022	1	80-84歳	原付乗車中	2
2022	1	80-84歳	自転車乗用中	4
2022	1	80-84歳	歩行中	7
2022	1	80-84歳	その他	0
2022	1	85歳以上	自動車乗車中	3
2022	1	85歳以上	自動二輪車乗車中	0
2022	1	85歳以上	原付乗車中	0
2022	1	85歳以上	自転車乗用中	3
2022	1	85歳以上	歩行中	17
2022	1	85歳以上	その他	1
2021	12	9歳以下	自動車乗車中	1
2021	12	9歳以下	自動二輪車乗車中	0
2021	12	9歳以下	原付乗車中	0
2021	12	9歳以下	自転車乗用中	0
2021	12	9歳以下	歩行中	1
2021	12	9歳以下	その他	0
2021	12	10-19歳	自動車乗車中	4
2021	12	10-19歳	自動二輪車乗車中	4
2021	12	10-19歳	原付乗車中	0
2021	12	10-19歳	自転車乗用中	0
2021	12	10-19歳	歩行中	1
2021	12	10-19歳	その他	0
2021	12	20-29歳	自動車乗車中	10
2021	12	20-29歳	自動二輪車乗車中	10
2021	12	20-29歳	原付乗車中	2
2021	12	20-29歳	自転車乗用中	3
2021	12	20-29歳	歩行中	0
2021	12	20-29歳	その他	0
2021	12	30-39歳	自動車乗車中	5
2021	12	30-39歳	自動二輪車乗車中	2
2021	12	30-39歳	原付乗車中	0
2021	12	30-39歳	自転車乗用中	1
2021	12	30-39歳	歩行中	5
2021	12	30-39歳	その他	0
2021	12	40-49歳	自動車乗車中	14
2021	12	40-49歳	自動二輪車乗車中	4
2021	12	40-49歳	原付乗車中	1
2021	12	40-49歳	自転車乗用中	4
2021	12	40-49歳	歩行中	8
2021	12	40-49歳	その他	0
2021	12	50-59歳	自動車乗車中	6
2021	12	50-59歳	自動二輪車乗車中	5
2021	12	50-59歳	原付乗車中	6
2021	12	50-59歳	自転車乗用中	3
2021	12	50-59歳	歩行中	6
2021	12	50-59歳	その他	0
2021	12	60-64歳	自動車乗車中	9
2021	12	60-64歳	自動二輪車乗車中	3
2021	12	60-64歳	原付乗車中	0
2021	12	60-64歳	自転車乗用中	1
2021	12	60-64歳	歩行中	7
2021	12	60-64歳	その他	0
2021	12	65-69歳	自動車乗車中	5
2021	12	65-69歳	自動二輪車乗車中	1
2021	12	65-69歳	原付乗車中	0
2021	12	65-69歳	自転車乗用中	3
2021	12	65-69歳	歩行中	12
2021	12	65-69歳	その他	0
2021	12	70-74歳	自動車乗車中	6
2021	12	70-74歳	自動二輪車乗車中	1
2021	12	70-74歳	原付乗車中	1
2021	12	70-74歳	自転車乗用中	5
2021	12	70-74歳	歩行中	12
2021	12	70-74歳	その他	0
2021	12	75-79歳	自動車乗車中	12
2021	12	75-79歳	自動二輪車乗車中	0
2021	12	75-79歳	原付乗車中	2
2021	12	75-79歳	自転車乗用中	3
2021	12	75-79歳	歩行中	20
2021	12	75-79歳	その他	0
2021	12	80-84歳	自動車乗車中	5
2021	12	80-84歳	自動二輪車乗車中	0
2021	12	80-84歳	原付乗車中	1
2021	12	80-84歳	自転車乗用中	1
2021	12	80-84歳	歩行中	21
2021	12	80-84歳	その他	0
2021	12	85歳以上	自動車乗車中	10
2021	12	85歳以上	自動二輪車乗車中	0
2021	12	85歳以上	原付乗車中	0
2021	12	85歳以上	自転車乗用中	4
2021	12	85歳以上	歩行中	33
2021	12	85歳以上	その他	0
2021	11	9歳以下	自動車乗車中	0
2021	11	9歳以下	自動二輪車乗車中	0
2021	11	9歳以下	原付乗車中	0
2021	11	9歳以下	自転車乗用中	1
2021	11	9歳以下	歩行中	0
2021	11	9歳以下	その他	0
2021	11	10-19歳	自動車乗車中	2
2021	11	10-19歳	自動二輪車乗車中	6
2021	11	10-19歳	原付乗車中	0
2021	11	10-19歳	自転車乗用中	3
2021	11	10-19歳	歩行中	1
2021	11	10-19歳	その他	0
2021	11	20-29歳	自動車乗車中	5
2021	11	20-29歳	自動二輪車乗車中	3
2021	11	20-29歳	原付乗車中	0
2021	11	20-29歳	自転車乗用中	0
2021	11	20-29歳	歩行中	1
2021	11	20-29歳	その他	0
2021	11	30-39歳	自動車乗車中	2
2021	11	30-39歳	自動二輪車乗車中	6
2021	11	30-39歳	原付乗車中	0
2021	11	30-39歳	自転車乗用中	0
2021	11	30-39歳	歩行中	3
2021	11	30-39歳	その他	0
2021	11	40-49歳	自動車乗車中	5
2021	11	40-49歳	自動二輪車乗車中	2
2021	11	40-49歳	原付乗車中	1
2021	11	40-49歳	自転車乗用中	1
2021	11	40-49歳	歩行中	6
2021	11	40-49歳	その他	0
2021	11	50-59歳	自動車乗車中	8
2021	11	50-59歳	自動二輪車乗車中	6
2021	11	50-59歳	原付乗車中	0
2021	11	50-59歳	自転車乗用中	3
2021	11	50-59歳	歩行中	9
2021	11	50-59歳	その他	0
2021	11	60-64歳	自動車乗車中	4
2021	11	60-64歳	自動二輪車乗車中	0
2021	11	60-64歳	原付乗車中	1
2021	11	60-64歳	自転車乗用中	3
2021	11	60-64歳	歩行中	5
2021	11	60-64歳	その他	0
2021	11	65-69歳	自動車乗車中	1
2021	11	65-69歳	自動二輪車乗車中	0
2021	11	65-69歳	原付乗車中	1
2021	11	65-69歳	自転車乗用中	3
2021	11	65-69歳	歩行中	7
2021	11	65-69歳	その他	0
2021	11	70-74歳	自動車乗車中	9
2021	11	70-74歳	自動二輪車乗車中	0
2021	11	70-74歳	原付乗車中	0
2021	11	70-74歳	自転車乗用中	4
2021	11	70-74歳	歩行中	14
2021	11	70-74歳	その他	1
2021	11	75-79歳	自動車乗車中	7
2021	11	75-79歳	自動二輪車乗車中	0
2021	11	75-79歳	原付乗車中	0
2021	11	75-79歳	自転車乗用中	2
2021	11	75-79歳	歩行中	19
2021	11	75-79歳	その他	0
2021	11	80-84歳	自動車乗車中	12
2021	11	80-84歳	自動二輪車乗車中	2
2021	11	80-84歳	原付乗車中	0
2021	11	80-84歳	自転車乗用中	5
2021	11	80-84歳	歩行中	31
2021	11	80-84歳	その他	0
2021	11	85歳以上	自動車乗車中	8
2021	11	85歳以上	自動二輪車乗車中	0
2021	11	85歳以上	原付乗車中	2
2021	11	85歳以上	自転車乗用中	6
2021	11	85歳以上	歩行中	29
2021	11	85歳以上	その他	1
2021	10	9歳以下	自動車乗車中	0
2021	10	9歳以下	自動二輪車乗車中	0
2021	10	9歳以下	原付乗車中	0
2021	10	9歳以下	自転車乗用中	0
2021	10	9歳以下	歩行中	2
2021	10	9歳以下	その他	0
2021	10	10-19歳	自動車乗車中	3
2021	10	10-19歳	自動二輪車乗車中	5
2021	10	10-19歳	原付乗車中	0
2021	10	10-19歳	自転車乗用中	1
2021	10	10-19歳	歩行中	0
2021	10	10-19歳	その他	0
2021	10	20-29歳	自動車乗車中	11
2021	10	20-29歳	自動二輪車乗車中	8
2021	10	20-29歳	原付乗車中	0
2021	10	20-29歳	自転車乗用中	1
2021	10	20-29歳	歩行中	4
2021	10	20-29歳	その他	0
2021	10	30-39歳	自動車乗車中	1
2021	10	30-39歳	自動二輪車乗車中	2
2021	10	30-39歳	原付乗車中	1
2021	10	30-39歳	自転車乗用中	1
2021	10	30-39歳	歩行中	6
2021	10	30-39歳	その他	0
2021	10	40-49歳	自動車乗車中	6
2021	10	40-49歳	自動二輪車乗車中	11
2021	10	40-49歳	原付乗車中	0
2021	10	40-49歳	自転車乗用中	2
2021	10	40-49歳	歩行中	2
2021	10	40-49歳	その他	0
2021	10	50-59歳	自動車乗車中	11
2021	10	50-59歳	自動二輪車乗車中	5
2021	10	50-59歳	原付乗車中	0
2021	10	50-59歳	自転車乗用中	2
2021	10	50-59歳	歩行中	5
2021	10	50-59歳	その他	0
2021	10	60-64歳	自動車乗車中	8
2021	10	60-64歳	自動二輪車乗車中	5
2021	10	60-64歳	原付乗車中	1
2021	10	60-64歳	自転車乗用中	3
2021	10	60-64歳	歩行中	2
2021	10	60-64歳	その他	0
2021	10	65-69歳	自動車乗車中	5
2021	10	65-69歳	自動二輪車乗車中	0
2021	10	65-69歳	原付乗車中	0
2021	10	65-69歳	自転車乗用中	3
2021	10	65-69歳	歩行中	10
2021	10	65-69歳	その他	0
2021	10	70-74歳	自動車乗車中	10
2021	10	70-74歳	自動二輪車乗車中	0
2021	10	70-74歳	原付乗車中	2
2021	10	70-74歳	自転車乗用中	5
2021	10	70-74歳	歩行中	17
2021	10	70-74歳	その他	0
2021	10	75-79歳	自動車乗車中	7
2021	10	75-79歳	自動二輪車乗車中	2
2021	10	75-79歳	原付乗車中	1
2021	10	75-79歳	自転車乗用中	3
2021	10	75-79歳	歩行中	23
2021	10	75-79歳	その他	1
2021	10	80-84歳	自動車乗車中	10
2021	10	80-84歳	自動二輪車乗車中	2
2021	10	80-84歳	原付乗車中	2
2021	10	80-84歳	自転車乗用中	4
2021	10	80-84歳	歩行中	18
2021	10	80-84歳	その他	0
2021	10	85歳以上	自動車乗車中	5
2021	10	85歳以上	自動二輪車乗車中	1
2021	10	85歳以上	原付乗車中	1
2021	10	85歳以上	自転車乗用中	9
2021	10	85歳以上	歩行中	23
2021	10	85歳以上	その他	0
2021	9	9歳以下	自動車乗車中	0
2021	9	9歳以下	自動二輪車乗車中	0
2021	9	9歳以下	原付乗車中	0
2021	9	9歳以下	自転車乗用中	0
2021	9	9歳以下	歩行中	1
2021	9	9歳以下	その他	0
2021	9	10-19歳	自動車乗車中	2
2021	9	10-19歳	自動二輪車乗車中	3
2021	9	10-19歳	原付乗車中	1
2021	9	10-19歳	自転車乗用中	1
2021	9	10-19歳	歩行中	0
2021	9	10-19歳	その他	0
2021	9	20-29歳	自動車乗車中	3
2021	9	20-29歳	自動二輪車乗車中	5
2021	9	20-29歳	原付乗車中	0
2021	9	20-29歳	自転車乗用中	0
2021	9	20-29歳	歩行中	4
2021	9	20-29歳	その他	0
2021	9	30-39歳	自動車乗車中	0
2021	9	30-39歳	自動二輪車乗車中	8
2021	9	30-39歳	原付乗車中	1
2021	9	30-39歳	自転車乗用中	0
2021	9	30-39歳	歩行中	1
2021	9	30-39歳	その他	0
2021	9	40-49歳	自動車乗車中	4
2021	9	40-49歳	自動二輪車乗車中	7
2021	9	40-49歳	原付乗車中	1
2021	9	40-49歳	自転車乗用中	2
2021	9	40-49歳	歩行中	3
2021	9	40-49歳	その他	0
2021	9	50-59歳	自動車乗車中	4
2021	9	50-59歳	自動二輪車乗車中	4
2021	9	50-59歳	原付乗車中	1
2021	9	50-59歳	自転車乗用中	3
2021	9	50-59歳	歩行中	3
2021	9	50-59歳	その他	0
2021	9	60-64歳	自動車乗車中	5
2021	9	60-64歳	自動二輪車乗車中	3
2021	9	60-64歳	原付乗車中	0
2021	9	60-64歳	自転車乗用中	1
2021	9	60-64歳	歩行中	3
2021	9	60-64歳	その他	0
2021	9	65-69歳	自動車乗車中	6
2021	9	65-69歳	自動二輪車乗車中	0
2021	9	65-69歳	原付乗車中	0
2021	9	65-69歳	自転車乗用中	4
2021	9	65-69歳	歩行中	5
2021	9	65-69歳	その他	0
2021	9	70-74歳	自動車乗車中	11
