年	月	年齢層	状態	数
2012	10	9歳以下	原付乗車中	0
2012	10	9歳以下	自転車乗用中	1
2012	10	9歳以下	歩行中	5
2012	10	9歳以下	その他	0
2012	10	10-19歳	自動車乗車中	3
2012	10	10-19歳	自動二輪車乗車中	3
2012	10	10-19歳	原付乗車中	3
2012	10	10-19歳	自転車乗用中	4
2012	10	10-19歳	歩行中	2
2012	10	10-19歳	その他	0
2012	10	20-29歳	自動車乗車中	10
2012	10	20-29歳	自動二輪車乗車中	19
2012	10	20-29歳	原付乗車中	3
2012	10	20-29歳	自転車乗用中	1
2012	10	20-29歳	歩行中	4
2012	10	20-29歳	その他	0
2012	10	30-39歳	自動車乗車中	10
2012	10	30-39歳	自動二輪車乗車中	9
2012	10	30-39歳	原付乗車中	6
2012	10	30-39歳	自転車乗用中	1
2012	10	30-39歳	歩行中	10
2012	10	30-39歳	その他	0
2012	10	40-49歳	自動車乗車中	10
2012	10	40-49歳	自動二輪車乗車中	13
2012	10	40-49歳	原付乗車中	4
2012	10	40-49歳	自転車乗用中	2
2012	10	40-49歳	歩行中	4
2012	10	40-49歳	その他	1
2012	10	50-59歳	自動車乗車中	10
2012	10	50-59歳	自動二輪車乗車中	8
2012	10	50-59歳	原付乗車中	4
2012	10	50-59歳	自転車乗用中	5
2012	10	50-59歳	歩行中	10
2012	10	50-59歳	その他	0
2012	10	60-64歳	自動車乗車中	9
2012	10	60-64歳	自動二輪車乗車中	1
2012	10	60-64歳	原付乗車中	3
2012	10	60-64歳	自転車乗用中	4
2012	10	60-64歳	歩行中	11
2012	10	60-64歳	その他	0
2012	10	65-69歳	自動車乗車中	10
2012	10	65-69歳	自動二輪車乗車中	2
2012	10	65-69歳	原付乗車中	3
2012	10	65-69歳	自転車乗用中	7
2012	10	65-69歳	歩行中	12
2012	10	65-69歳	その他	0
2012	10	70-74歳	自動車乗車中	11
2012	10	70-74歳	自動二輪車乗車中	1
2012	10	70-74歳	原付乗車中	3
2012	10	70-74歳	自転車乗用中	8
2012	10	70-74歳	歩行中	20
2012	10	70-74歳	その他	0
2012	10	75-79歳	自動車乗車中	18
2012	10	75-79歳	自動二輪車乗車中	1
2012	10	75-79歳	原付乗車中	5
2012	10	75-79歳	自転車乗用中	14
2012	10	75-79歳	歩行中	30
2012	10	75-79歳	その他	0
2012	10	80-84歳	自動車乗車中	9
2012	10	80-84歳	自動二輪車乗車中	0
2012	10	80-84歳	原付乗車中	3
2012	10	80-84歳	自転車乗用中	15
2012	10	80-84歳	歩行中	24
2012	10	80-84歳	その他	1
2012	10	85歳以上	自動車乗車中	4
2012	10	85歳以上	自動二輪車乗車中	0
2012	10	85歳以上	原付乗車中	5
2012	10	85歳以上	自転車乗用中	6
2012	10	85歳以上	歩行中	35
2012	10	85歳以上	その他	0
2012	9	9歳以下	自動車乗車中	1
2012	9	9歳以下	自動二輪車乗車中	0
2012	9	9歳以下	原付乗車中	0
2012	9	9歳以下	自転車乗用中	2
2012	9	9歳以下	歩行中	2
2012	9	9歳以下	その他	0
2012	9	10-19歳	自動車乗車中	5
2012	9	10-19歳	自動二輪車乗車中	5
2012	9	10-19歳	原付乗車中	3
2012	9	10-19歳	自転車乗用中	5
2012	9	10-19歳	歩行中	6
2012	9	10-19歳	その他	0
2012	9	20-29歳	自動車乗車中	16
2012	9	20-29歳	自動二輪車乗車中	7
2012	9	20-29歳	原付乗車中	3
2012	9	20-29歳	自転車乗用中	0
2012	9	20-29歳	歩行中	4
2012	9	20-29歳	その他	0
2012	9	30-39歳	自動車乗車中	7
2012	9	30-39歳	自動二輪車乗車中	11
2012	9	30-39歳	原付乗車中	2
2012	9	30-39歳	自転車乗用中	3
2012	9	30-39歳	歩行中	6
2012	9	30-39歳	その他	0
2012	9	40-49歳	自動車乗車中	12
2012	9	40-49歳	自動二輪車乗車中	14
2012	9	40-49歳	原付乗車中	3
2012	9	40-49歳	自転車乗用中	2
2012	9	40-49歳	歩行中	6
2012	9	40-49歳	その他	0
2012	9	50-59歳	自動車乗車中	18
2012	9	50-59歳	自動二輪車乗車中	3
2012	9	50-59歳	原付乗車中	4
2012	9	50-59歳	自転車乗用中	3
2012	9	50-59歳	歩行中	12
2012	9	50-59歳	その他	0
2012	9	60-64歳	自動車乗車中	11
2012	9	60-64歳	自動二輪車乗車中	0
2012	9	60-64歳	原付乗車中	1
2012	9	60-64歳	自転車乗用中	2
2012	9	60-64歳	歩行中	10
2012	9	60-64歳	その他	0
2012	9	65-69歳	自動車乗車中	10
2012	9	65-69歳	自動二輪車乗車中	1
2012	9	65-69歳	原付乗車中	1
2012	9	65-69歳	自転車乗用中	4
2012	9	65-69歳	歩行中	13
2012	9	65-69歳	その他	0
2012	9	70-74歳	自動車乗車中	5
2012	9	70-74歳	自動二輪車乗車中	2
2012	9	70-74歳	原付乗車中	5
2012	9	70-74歳	自転車乗用中	10
2012	9	70-74歳	歩行中	16
2012	9	70-74歳	その他	0
2012	9	75-79歳	自動車乗車中	16
2012	9	75-79歳	自動二輪車乗車中	0
2012	9	75-79歳	原付乗車中	4
2012	9	75-79歳	自転車乗用中	10
2012	9	75-79歳	歩行中	19
2012	9	75-79歳	その他	0
2012	9	80-84歳	自動車乗車中	6
2012	9	80-84歳	自動二輪車乗車中	1
2012	9	80-84歳	原付乗車中	2
2012	9	80-84歳	自転車乗用中	3
2012	9	80-84歳	歩行中	21
2012	9	80-84歳	その他	1
2012	9	85歳以上	自動車乗車中	5
2012	9	85歳以上	自動二輪車乗車中	1
2012	9	85歳以上	原付乗車中	2
2012	9	85歳以上	自転車乗用中	3
2012	9	85歳以上	歩行中	23
2012	9	85歳以上	その他	0
2012	8	9歳以下	自動車乗車中	1
2012	8	9歳以下	自動二輪車乗車中	0
2012	8	9歳以下	原付乗車中	0
2012	8	9歳以下	自転車乗用中	1
2012	8	9歳以下	歩行中	3
2012	8	9歳以下	その他	0
2012	8	10-19歳	自動車乗車中	16
2012	8	10-19歳	自動二輪車乗車中	4
2012	8	10-19歳	原付乗車中	0
2012	8	10-19歳	自転車乗用中	0
2012	8	10-19歳	歩行中	3
2012	8	10-19歳	その他	0
2012	8	20-29歳	自動車乗車中	9
2012	8	20-29歳	自動二輪車乗車中	12
2012	8	20-29歳	原付乗車中	3
2012	8	20-29歳	自転車乗用中	3
2012	8	20-29歳	歩行中	3
2012	8	20-29歳	その他	0
2012	8	30-39歳	自動車乗車中	11
2012	8	30-39歳	自動二輪車乗車中	11
2012	8	30-39歳	原付乗車中	0
2012	8	30-39歳	自転車乗用中	1
2012	8	30-39歳	歩行中	2
2012	8	30-39歳	その他	0
2012	8	40-49歳	自動車乗車中	16
2012	8	40-49歳	自動二輪車乗車中	11
2012	8	40-49歳	原付乗車中	1
2012	8	40-49歳	自転車乗用中	3
2012	8	40-49歳	歩行中	8
2012	8	40-49歳	その他	0
2012	8	50-59歳	自動車乗車中	18
2012	8	50-59歳	自動二輪車乗車中	8
2012	8	50-59歳	原付乗車中	4
2012	8	50-59歳	自転車乗用中	4
2012	8	50-59歳	歩行中	11
2012	8	50-59歳	その他	0
2012	8	60-64歳	自動車乗車中	11
2012	8	60-64歳	自動二輪車乗車中	3
2012	8	60-64歳	原付乗車中	0
2012	8	60-64歳	自転車乗用中	6
2012	8	60-64歳	歩行中	8
2012	8	60-64歳	その他	0
2012	8	65-69歳	自動車乗車中	6
2012	8	65-69歳	自動二輪車乗車中	1
2012	8	65-69歳	原付乗車中	2
2012	8	65-69歳	自転車乗用中	3
2012	8	65-69歳	歩行中	5
2012	8	65-69歳	その他	0
2012	8	70-74歳	自動車乗車中	11
2012	8	70-74歳	自動二輪車乗車中	3
2012	8	70-74歳	原付乗車中	5
2012	8	70-74歳	自転車乗用中	7
2012	8	70-74歳	歩行中	11
2012	8	70-74歳	その他	0
2012	8	75-79歳	自動車乗車中	13
2012	8	75-79歳	自動二輪車乗車中	1
2012	8	75-79歳	原付乗車中	1
2012	8	75-79歳	自転車乗用中	16
2012	8	75-79歳	歩行中	17
2012	8	75-79歳	その他	0
2012	8	80-84歳	自動車乗車中	16
2012	8	80-84歳	自動二輪車乗車中	0
2012	8	80-84歳	原付乗車中	4
2012	8	80-84歳	自転車乗用中	8
2012	8	80-84歳	歩行中	27
2012	8	80-84歳	その他	0
2012	8	85歳以上	自動車乗車中	5
2012	8	85歳以上	自動二輪車乗車中	0
2012	8	85歳以上	原付乗車中	2
2012	8	85歳以上	自転車乗用中	8
2012	8	85歳以上	歩行中	25
2012	8	85歳以上	その他	0
2012	7	9歳以下	自動車乗車中	4
2012	7	9歳以下	自動二輪車乗車中	0
2012	7	9歳以下	原付乗車中	0
2012	7	9歳以下	自転車乗用中	0
2012	7	9歳以下	歩行中	3
2012	7	9歳以下	その他	0
2012	7	10-19歳	自動車乗車中	6
2012	7	10-19歳	自動二輪車乗車中	4
2012	7	10-19歳	原付乗車中	5
2012	7	10-19歳	自転車乗用中	3
2012	7	10-19歳	歩行中	2
2012	7	10-19歳	その他	0
2012	7	20-29歳	自動車乗車中	13
2012	7	20-29歳	自動二輪車乗車中	9
2012	7	20-29歳	原付乗車中	4
2012	7	20-29歳	自転車乗用中	2
2012	7	20-29歳	歩行中	0
2012	7	20-29歳	その他	0
2012	7	30-39歳	自動車乗車中	23
2012	7	30-39歳	自動二輪車乗車中	5
2012	7	30-39歳	原付乗車中	2
2012	7	30-39歳	自転車乗用中	0
2012	7	30-39歳	歩行中	7
2012	7	30-39歳	その他	0
2012	7	40-49歳	自動車乗車中	9
2012	7	40-49歳	自動二輪車乗車中	16
2012	7	40-49歳	原付乗車中	2
2012	7	40-49歳	自転車乗用中	7
2012	7	40-49歳	歩行中	9
2012	7	40-49歳	その他	0
2012	7	50-59歳	自動車乗車中	14
2012	7	50-59歳	自動二輪車乗車中	2
2012	7	50-59歳	原付乗車中	1
2012	7	50-59歳	自転車乗用中	4
2012	7	50-59歳	歩行中	13
2012	7	50-59歳	その他	0
2012	7	60-64歳	自動車乗車中	7
2012	7	60-64歳	自動二輪車乗車中	2
2012	7	60-64歳	原付乗車中	1
2012	7	60-64歳	自転車乗用中	7
2012	7	60-64歳	歩行中	11
2012	7	60-64歳	その他	1
2012	7	65-69歳	自動車乗車中	13
2012	7	65-69歳	自動二輪車乗車中	2
2012	7	65-69歳	原付乗車中	1
2012	7	65-69歳	自転車乗用中	0
2012	7	65-69歳	歩行中	5
2012	7	65-69歳	その他	0
2012	7	70-74歳	自動車乗車中	13
2012	7	70-74歳	自動二輪車乗車中	0
2012	7	70-74歳	原付乗車中	1
2012	7	70-74歳	自転車乗用中	2
2012	7	70-74歳	歩行中	15
2012	7	70-74歳	その他	0
2012	7	75-79歳	自動車乗車中	11
2012	7	75-79歳	自動二輪車乗車中	0
2012	7	75-79歳	原付乗車中	5
2012	7	75-79歳	自転車乗用中	2
2012	7	75-79歳	歩行中	13
2012	7	75-79歳	その他	0
2012	7	80-84歳	自動車乗車中	12
2012	7	80-84歳	自動二輪車乗車中	1
2012	7	80-84歳	原付乗車中	2
2012	7	80-84歳	自転車乗用中	3
2012	7	80-84歳	歩行中	9
2012	7	80-84歳	その他	1
2012	7	85歳以上	自動車乗車中	11
2012	7	85歳以上	自動二輪車乗車中	1
2012	7	85歳以上	原付乗車中	3
2012	7	85歳以上	自転車乗用中	9
2012	7	85歳以上	歩行中	14
2012	7	85歳以上	その他	0
2012	6	9歳以下	自動車乗車中	2
2012	6	9歳以下	自動二輪車乗車中	0
2012	6	9歳以下	原付乗車中	0
2012	6	9歳以下	自転車乗用中	1
2012	6	9歳以下	歩行中	3
2012	6	9歳以下	その他	0
2012	6	10-19歳	自動車乗車中	5
2012	6	10-19歳	自動二輪車乗車中	10
2012	6	10-19歳	原付乗車中	4
2012	6	10-19歳	自転車乗用中	5
2012	6	10-19歳	歩行中	0
2012	6	10-19歳	その他	0
2012	6	20-29歳	自動車乗車中	14
2012	6	20-29歳	自動二輪車乗車中	14
2012	6	20-29歳	原付乗車中	3
2012	6	20-29歳	自転車乗用中	3
2012	6	20-29歳	歩行中	2
2012	6	20-29歳	その他	0
2012	6	30-39歳	自動車乗車中	9
2012	6	30-39歳	自動二輪車乗車中	4
2012	6	30-39歳	原付乗車中	2
2012	6	30-39歳	自転車乗用中	3
2012	6	30-39歳	歩行中	2
2012	6	30-39歳	その他	0
2012	6	40-49歳	自動車乗車中	8
2012	6	40-49歳	自動二輪車乗車中	7
2012	6	40-49歳	原付乗車中	1
2012	6	40-49歳	自転車乗用中	1
2012	6	40-49歳	歩行中	5
2012	6	40-49歳	その他	0
2012	6	50-59歳	自動車乗車中	13
2012	6	50-59歳	自動二輪車乗車中	3
2012	6	50-59歳	原付乗車中	1
2012	6	50-59歳	自転車乗用中	3
2012	6	50-59歳	歩行中	4
2012	6	50-59歳	その他	0
2012	6	60-64歳	自動車乗車中	5
2012	6	60-64歳	自動二輪車乗車中	7
2012	6	60-64歳	原付乗車中	2
2012	6	60-64歳	自転車乗用中	3
2012	6	60-64歳	歩行中	3
2012	6	60-64歳	その他	0
2012	6	65-69歳	自動車乗車中	6
2012	6	65-69歳	自動二輪車乗車中	0
2012	6	65-69歳	原付乗車中	1
2012	6	65-69歳	自転車乗用中	6
2012	6	65-69歳	歩行中	7
2012	6	65-69歳	その他	0
2012	6	70-74歳	自動車乗車中	9
2012	6	70-74歳	自動二輪車乗車中	1
2012	6	70-74歳	原付乗車中	2
2012	6	70-74歳	自転車乗用中	7
2012	6	70-74歳	歩行中	9
2012	6	70-74歳	その他	0
2012	6	75-79歳	自動車乗車中	13
2012	6	75-79歳	自動二輪車乗車中	1
2012	6	75-79歳	原付乗車中	8
2012	6	75-79歳	自転車乗用中	6
2012	6	75-79歳	歩行中	12
2012	6	75-79歳	その他	0
2012	6	80-84歳	自動車乗車中	10
2012	6	80-84歳	自動二輪車乗車中	0
2012	6	80-84歳	原付乗車中	7
2012	6	80-84歳	自転車乗用中	9
2012	6	80-84歳	歩行中	11
2012	6	80-84歳	その他	1
2012	6	85歳以上	自動車乗車中	8
2012	6	85歳以上	自動二輪車乗車中	0
2012	6	85歳以上	原付乗車中	0
2012	6	85歳以上	自転車乗用中	4
2012	6	85歳以上	歩行中	12
2012	6	85歳以上	その他	0
2012	5	9歳以下	自動車乗車中	5
2012	5	9歳以下	自動二輪車乗車中	0
2012	5	9歳以下	原付乗車中	0
2012	5	9歳以下	自転車乗用中	0
2012	5	9歳以下	歩行中	5
2012	5	9歳以下	その他	0
2012	5	10-19歳	自動車乗車中	3
2012	5	10-19歳	自動二輪車乗車中	3
2012	5	10-19歳	原付乗車中	2
2012	5	10-19歳	自転車乗用中	3
2012	5	10-19歳	歩行中	2
2012	5	10-19歳	その他	0
2012	5	20-29歳	自動車乗車中	12
2012	5	20-29歳	自動二輪車乗車中	11
2012	5	20-29歳	原付乗車中	2
2012	5	20-29歳	自転車乗用中	3
2012	5	20-29歳	歩行中	2
2012	5	20-29歳	その他	0
2012	5	30-39歳	自動車乗車中	6
2012	5	30-39歳	自動二輪車乗車中	8
2012	5	30-39歳	原付乗車中	1
2012	5	30-39歳	自転車乗用中	2
2012	5	30-39歳	歩行中	5
2012	5	30-39歳	その他	0
2012	5	40-49歳	自動車乗車中	7
2012	5	40-49歳	自動二輪車乗車中	10
2012	5	40-49歳	原付乗車中	0
2012	5	40-49歳	自転車乗用中	1
2012	5	40-49歳	歩行中	2
2012	5	40-49歳	その他	0
2012	5	50-59歳	自動車乗車中	6
2012	5	50-59歳	自動二輪車乗車中	5
2012	5	50-59歳	原付乗車中	2
2012	5	50-59歳	自転車乗用中	4
2012	5	50-59歳	歩行中	10
2012	5	50-59歳	その他	0
2012	5	60-64歳	自動車乗車中	9
2012	5	60-64歳	自動二輪車乗車中	0
2012	5	60-64歳	原付乗車中	4
2012	5	60-64歳	自転車乗用中	4
2012	5	60-64歳	歩行中	5
2012	5	60-64歳	その他	0
2012	5	65-69歳	自動車乗車中	13
2012	5	65-69歳	自動二輪車乗車中	0
2012	5	65-69歳	原付乗車中	5
2012	5	65-69歳	自転車乗用中	4
2012	5	65-69歳	歩行中	8
2012	5	65-69歳	その他	0
2012	5	70-74歳	自動車乗車中	14
2012	5	70-74歳	自動二輪車乗車中	1
2012	5	70-74歳	原付乗車中	6
2012	5	70-74歳	自転車乗用中	6
2012	5	70-74歳	歩行中	12
2012	5	70-74歳	その他	1
2012	5	75-79歳	自動車乗車中	11
2012	5	75-79歳	自動二輪車乗車中	0
2012	5	75-79歳	原付乗車中	2
2012	5	75-79歳	自転車乗用中	11
2012	5	75-79歳	歩行中	13
2012	5	75-79歳	その他	0
2012	5	80-84歳	自動車乗車中	7
2012	5	80-84歳	自動二輪車乗車中	1
2012	5	80-84歳	原付乗車中	3
2012	5	80-84歳	自転車乗用中	3
2012	5	80-84歳	歩行中	16
2012	5	80-84歳	その他	0
2012	5	85歳以上	自動車乗車中	8
2012	5	85歳以上	自動二輪車乗車中	0
2012	5	85歳以上	原付乗車中	0
2012	5	85歳以上	自転車乗用中	7
2012	5	85歳以上	歩行中	14
2012	5	85歳以上	その他	0
2012	4	9歳以下	自動車乗車中	2
2012	4	9歳以下	自動二輪車乗車中	0
2012	4	9歳以下	原付乗車中	0
2012	4	9歳以下	自転車乗用中	1
2012	4	9歳以下	歩行中	5
2012	4	9歳以下	その他	0
2012	4	10-19歳	自動車乗車中	9
2012	4	10-19歳	自動二輪車乗車中	4
2012	4	10-19歳	原付乗車中	2
2012	4	10-19歳	自転車乗用中	0
2012	4	10-19歳	歩行中	1
2012	4	10-19歳	その他	0
2012	4	20-29歳	自動車乗車中	10
2012	4	20-29歳	自動二輪車乗車中	7
2012	4	20-29歳	原付乗車中	3
2012	4	20-29歳	自転車乗用中	3
2012	4	20-29歳	歩行中	4
2012	4	20-29歳	その他	0
2012	4	30-39歳	自動車乗車中	11
2012	4	30-39歳	自動二輪車乗車中	7
2012	4	30-39歳	原付乗車中	0
2012	4	30-39歳	自転車乗用中	2
2012	4	30-39歳	歩行中	7
2012	4	30-39歳	その他	0
2012	4	40-49歳	自動車乗車中	10
2012	4	40-49歳	自動二輪車乗車中	6
2012	4	40-49歳	原付乗車中	2
2012	4	40-49歳	自転車乗用中	7
2012	4	40-49歳	歩行中	9
2012	4	40-49歳	その他	0
2012	4	50-59歳	自動車乗車中	14
2012	4	50-59歳	自動二輪車乗車中	5
2012	4	50-59歳	原付乗車中	1
2012	4	50-59歳	自転車乗用中	0
2012	4	50-59歳	歩行中	15
2012	4	50-59歳	その他	0
2012	4	60-64歳	自動車乗車中	12
2012	4	60-64歳	自動二輪車乗車中	0
2012	4	60-64歳	原付乗車中	3
2012	4	60-64歳	自転車乗用中	3
2012	4	60-64歳	歩行中	14
2012	4	60-64歳	その他	0
2012	4	65-69歳	自動車乗車中	10
2012	4	65-69歳	自動二輪車乗車中	0
2012	4	65-69歳	原付乗車中	5
2012	4	65-69歳	自転車乗用中	6
2012	4	65-69歳	歩行中	14
2012	4	65-69歳	その他	0
2012	4	70-74歳	自動車乗車中	8
2012	4	70-74歳	自動二輪車乗車中	1
2012	4	70-74歳	原付乗車中	1
2012	4	70-74歳	自転車乗用中	7
2012	4	70-74歳	歩行中	12
2012	4	70-74歳	その他	0
2012	4	75-79歳	自動車乗車中	12
2012	4	75-79歳	自動二輪車乗車中	0
2012	4	75-79歳	原付乗車中	4
2012	4	75-79歳	自転車乗用中	6
2012	4	75-79歳	歩行中	20
2012	4	75-79歳	その他	0
2012	4	80-84歳	自動車乗車中	6
2012	4	80-84歳	自動二輪車乗車中	1
2012	4	80-84歳	原付乗車中	1
2012	4	80-84歳	自転車乗用中	6
2012	4	80-84歳	歩行中	16
2012	4	80-84歳	その他	1
2012	4	85歳以上	自動車乗車中	9
2012	4	85歳以上	自動二輪車乗車中	1
2012	4	85歳以上	原付乗車中	1
2012	4	85歳以上	自転車乗用中	6
2012	4	85歳以上	歩行中	8
2012	4	85歳以上	その他	0
2012	3	9歳以下	自動車乗車中	3
2012	3	9歳以下	自動二輪車乗車中	0
2012	3	9歳以下	原付乗車中	0
2012	3	9歳以下	自転車乗用中	0
2012	3	9歳以下	歩行中	2
2012	3	9歳以下	その他	0
2012	3	10-19歳	自動車乗車中	9
2012	3	10-19歳	自動二輪車乗車中	4
2012	3	10-19歳	原付乗車中	1
2012	3	10-19歳	自転車乗用中	1
2012	3	10-19歳	歩行中	2
2012	3	10-19歳	その他	0
2012	3	20-29歳	自動車乗車中	9
2012	3	20-29歳	自動二輪車乗車中	10
2012	3	20-29歳	原付乗車中	2
2012	3	20-29歳	自転車乗用中	0
2012	3	20-29歳	歩行中	4
2012	3	20-29歳	その他	0
2012	3	30-39歳	自動車乗車中	9
2012	3	30-39歳	自動二輪車乗車中	10
2012	3	30-39歳	原付乗車中	3
2012	3	30-39歳	自転車乗用中	2
2012	3	30-39歳	歩行中	9
2012	3	30-39歳	その他	0
2012	3	40-49歳	自動車乗車中	14
2012	3	40-49歳	自動二輪車乗車中	3
2012	3	40-49歳	原付乗車中	2
2012	3	40-49歳	自転車乗用中	2
2012	3	40-49歳	歩行中	9
2012	3	40-49歳	その他	0
2012	3	50-59歳	自動車乗車中	18
2012	3	50-59歳	自動二輪車乗車中	3
2012	3	50-59歳	原付乗車中	5
2012	3	50-59歳	自転車乗用中	3
2012	3	50-59歳	歩行中	16
2012	3	50-59歳	その他	0
2012	3	60-64歳	自動車乗車中	7
2012	3	60-64歳	自動二輪車乗車中	2
2012	3	60-64歳	原付乗車中	5
2012	3	60-64歳	自転車乗用中	6
2012	3	60-64歳	歩行中	11
2012	3	60-64歳	その他	0
2012	3	65-69歳	自動車乗車中	15
2012	3	65-69歳	自動二輪車乗車中	0
2012	3	65-69歳	原付乗車中	3
2012	3	65-69歳	自転車乗用中	0
2012	3	65-69歳	歩行中	11
2012	3	65-69歳	その他	0
2012	3	70-74歳	自動車乗車中	12
2012	3	70-74歳	自動二輪車乗車中	0
2012	3	70-74歳	原付乗車中	0
2012	3	70-74歳	自転車乗用中	3
2012	3	70-74歳	歩行中	11
2012	3	70-74歳	その他	0
2012	3	75-79歳	自動車乗車中	3
2012	3	75-79歳	自動二輪車乗車中	1
2012	3	75-79歳	原付乗車中	1
2012	3	75-79歳	自転車乗用中	4
2012	3	75-79歳	歩行中	23
2012	3	75-79歳	その他	0
2012	3	80-84歳	自動車乗車中	9
2012	3	80-84歳	自動二輪車乗車中	0
2012	3	80-84歳	原付乗車中	2
2012	3	80-84歳	自転車乗用中	6
2012	3	80-84歳	歩行中	27
2012	3	80-84歳	その他	0
2012	3	85歳以上	自動車乗車中	1
2012	3	85歳以上	自動二輪車乗車中	0
2012	3	85歳以上	原付乗車中	1
2012	3	85歳以上	自転車乗用中	2
2012	3	85歳以上	歩行中	21
2012	3	85歳以上	その他	0
2012	2	9歳以下	自動車乗車中	4
2012	2	9歳以下	自動二輪車乗車中	0
2012	2	9歳以下	原付乗車中	0
2012	2	9歳以下	自転車乗用中	0
2012	2	9歳以下	歩行中	0
2012	2	9歳以下	その他	0
2012	2	10-19歳	自動車乗車中	2
2012	2	10-19歳	自動二輪車乗車中	5
2012	2	10-19歳	原付乗車中	0
2012	2	10-19歳	自転車乗用中	5
2012	2	10-19歳	歩行中	2
2012	2	10-19歳	その他	0
2012	2	20-29歳	自動車乗車中	17
2012	2	20-29歳	自動二輪車乗車中	3
2012	2	20-29歳	原付乗車中	1
2012	2	20-29歳	自転車乗用中	2
2012	2	20-29歳	歩行中	0
2012	2	20-29歳	その他	0
2012	2	30-39歳	自動車乗車中	14
2012	2	30-39歳	自動二輪車乗車中	1
2012	2	30-39歳	原付乗車中	1
2012	2	30-39歳	自転車乗用中	1
2012	2	30-39歳	歩行中	5
2012	2	30-39歳	その他	0
2012	2	40-49歳	自動車乗車中	20
2012	2	40-49歳	自動二輪車乗車中	3
2012	2	40-49歳	原付乗車中	2
2012	2	40-49歳	自転車乗用中	0
2012	2	40-49歳	歩行中	2
2012	2	40-49歳	その他	0
2012	2	50-59歳	自動車乗車中	15
2012	2	50-59歳	自動二輪車乗車中	4
2012	2	50-59歳	原付乗車中	5
2012	2	50-59歳	自転車乗用中	5
2012	2	50-59歳	歩行中	14
2012	2	50-59歳	その他	0
2012	2	60-64歳	自動車乗車中	8
2012	2	60-64歳	自動二輪車乗車中	1
2012	2	60-64歳	原付乗車中	1
2012	2	60-64歳	自転車乗用中	0
2012	2	60-64歳	歩行中	16
2012	2	60-64歳	その他	0
2012	2	65-69歳	自動車乗車中	8
2012	2	65-69歳	自動二輪車乗車中	0
2012	2	65-69歳	原付乗車中	0
2012	2	65-69歳	自転車乗用中	7
2012	2	65-69歳	歩行中	12
2012	2	65-69歳	その他	0
2012	2	70-74歳	自動車乗車中	7
2012	2	70-74歳	自動二輪車乗車中	0
2012	2	70-74歳	原付乗車中	2
2012	2	70-74歳	自転車乗用中	2
2012	2	70-74歳	歩行中	15
2012	2	70-74歳	その他	0
2012	2	75-79歳	自動車乗車中	17
2012	2	75-79歳	自動二輪車乗車中	0
2012	2	75-79歳	原付乗車中	2
2012	2	75-79歳	自転車乗用中	8
2012	2	75-79歳	歩行中	14
2012	2	75-79歳	その他	0
2012	2	80-84歳	自動車乗車中	13
2012	2	80-84歳	自動二輪車乗車中	0
2012	2	80-84歳	原付乗車中	2
2012	2	80-84歳	自転車乗用中	5
2012	2	80-84歳	歩行中	16
2012	2	80-84歳	その他	0
2012	2	85歳以上	自動車乗車中	9
2012	2	85歳以上	自動二輪車乗車中	0
2012	2	85歳以上	原付乗車中	0
2012	2	85歳以上	自転車乗用中	2
2012	2	85歳以上	歩行中	25
2012	2	85歳以上	その他	0
2012	1	9歳以下	自動車乗車中	0
2012	1	9歳以下	自動二輪車乗車中	0
2012	1	9歳以下	原付乗車中	0
2012	1	9歳以下	自転車乗用中	0
2012	1	9歳以下	歩行中	1
2012	1	9歳以下	その他	0
2012	1	10-19歳	自動車乗車中	3
2012	1	10-19歳	自動二輪車乗車中	1
2012	1	10-19歳	原付乗車中	0
2012	1	10-19歳	自転車乗用中	1
2012	1	10-19歳	歩行中	2
2012	1	10-19歳	その他	0
2012	1	20-29歳	自動車乗車中	13
2012	1	20-29歳	自動二輪車乗車中	1
2012	1	20-29歳	原付乗車中	4
2012	1	20-29歳	自転車乗用中	2
2012	1	20-29歳	歩行中	4
2012	1	20-29歳	その他	0
2012	1	30-39歳	自動車乗車中	12
2012	1	30-39歳	自動二輪車乗車中	7
2012	1	30-39歳	原付乗車中	0
2012	1	30-39歳	自転車乗用中	1
2012	1	30-39歳	歩行中	7
2012	1	30-39歳	その他	0
2012	1	40-49歳	自動車乗車中	12
2012	1	40-49歳	自動二輪車乗車中	4
2012	1	40-49歳	原付乗車中	1
2012	1	40-49歳	自転車乗用中	2
2012	1	40-49歳	歩行中	10
2012	1	40-49歳	その他	0
2012	1	50-59歳	自動車乗車中	8
2012	1	50-59歳	自動二輪車乗車中	1
2012	1	50-59歳	原付乗車中	0
2012	1	50-59歳	自転車乗用中	1
2012	1	50-59歳	歩行中	12
2012	1	50-59歳	その他	0
2012	1	60-64歳	自動車乗車中	10
2012	1	60-64歳	自動二輪車乗車中	1
2012	1	60-64歳	原付乗車中	5
2012	1	60-64歳	自転車乗用中	3
2012	1	60-64歳	歩行中	11
2012	1	60-64歳	その他	0
2012	1	65-69歳	自動車乗車中	6
2012	1	65-69歳	自動二輪車乗車中	2
2012	1	65-69歳	原付乗車中	5
2012	1	65-69歳	自転車乗用中	6
2012	1	65-69歳	歩行中	14
2012	1	65-69歳	その他	0
2012	1	70-74歳	自動車乗車中	4
2012	1	70-74歳	自動二輪車乗車中	0
2012	1	70-74歳	原付乗車中	1
2012	1	70-74歳	自転車乗用中	4
2012	1	70-74歳	歩行中	22
